"","Date","Site","Plot_code","Tree","Leafcode","Morpho","Family","Genus","Species","Taxon","Percent_C","Percent_N","CN_ratio","d15N","d13C","CN_filename","P_avg","P_std_dev","P_co_var","correction.factor","Percent_P","NP_ratio","Percent_P_corrected","Percent_P_corrected_CV","P_filename","Notes","box_number"
"32",2012,"Man",NA,NA,"ii_25_1",NA,NA,NA,NA,NA,35.2841,1.8058,19.5393177539041,-0.85918495178223,-34.62560546875,"Enquist.812a",0.11193126622244,0.0192214380096783,0.171725369133944,NA,NA,NA,NA,NA,"P_2012CR16",NA,NA
"33",2012,"Nara",NA,NA,"viii_3_1",NA,NA,NA,NA,NA,42.5654,2.8718,14.8218538895466,-2.40148773193359,-33.535835723877,"Enquist.812",0.0734848425582501,0.00277470215685642,0.0377588365200207,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"34",2012,"Nara",NA,NA,"viii_6_1",NA,NA,NA,NA,NA,46.9768,2.7551,17.0508511487786,-3.67834796905518,-35.510689239502,"Enquist.812",0.0645307296647404,0.00233811390182367,0.0362325656934454,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"35",2012,"Nara",NA,NA,"vii_9_1",NA,NA,NA,NA,NA,42.931,3.1038,13.8317546233649,-3.3206763458252,-32.6097760009766,"Enquist.812",0.0900031504295285,0.00179475938116605,0.0199410728691251,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"36",2012,"Nara",NA,NA,"vii_20_1",NA,NA,NA,NA,NA,48.6353,2.9836,16.3008781337981,-2.89396109580994,-34.2471279907227,"Enquist.812",0.0738219954816446,0.00192490336648075,0.0260749300248781,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"37",2012,"Nara",NA,NA,"viii_10_1",NA,NA,NA,NA,NA,35.1995,2.5711,13.6904437789273,-0.163774871826172,-34.5200657653809,"Enquist.812",0.0527422214255222,0.000231092988819036,0.00438155584981123,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"38",2012,"Nara",NA,NA,"viii_11_1",NA,NA,NA,NA,NA,44.103,2.1904,20.1346785975164,-0.274652981758118,-34.2135929870605,"Enquist.812",0.0533483089206194,0.00199201138671437,0.0373397287939983,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"39",2012,"Nara",NA,NA,"vii_22_1",NA,NA,NA,NA,NA,46.6014,2.6931,17.3039991088337,-1.64950349330902,-32.7208103942871,"Enquist.812",0.0666478943630546,0.00104696470059547,0.0157088938908149,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"40",2012,"Nara",NA,NA,"vii_34_1",NA,NA,NA,NA,NA,42.9596,2.2121,19.4202793725419,-2.83866729736328,-32.7301640319824,"Enquist.812",0.0402093613912141,0.00135807555467055,0.0337751087727372,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"41",2012,"Nara",NA,NA,"viii_15_1",NA,NA,NA,NA,NA,48.1857,3.6262,13.2882080414759,-1.19737603187561,-34.6485028076172,"Enquist.812",0.0597341253891975,0.00135041341180928,0.0226070676185626,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"42",2012,"Nara",NA,NA,"viii_16_1a",NA,NA,NA,NA,NA,43.9669,2.4147,18.2080175591171,-1.25797166824341,-33.0459790039062,"Enquist.812",0.065190614384488,0.000800510668032488,0.0122795386359017,NA,NA,NA,NA,NA,"P_2012CR22",NA,NA
"43",2012,"Nara",NA,NA,"viii_16_1b",NA,NA,NA,NA,NA,36.3502,2.2779,15.9577681197594,-2.63028206825256,-32.705643157959,"Enquist.812",0.0543134583178591,0.000924609254525845,0.0170235754297719,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"44",2012,"Nara",NA,NA,"viii_18_1",NA,NA,NA,NA,NA,44.5754,2.18,20.4474311926605,-1.90753450393677,-34.2992100524902,"Enquist.812",0.0515569475311071,0.0013539455133667,0.0262611651426762,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"45",2012,"Nara",NA,NA,"viii_20_1",NA,NA,NA,NA,NA,41.1877,2.6059,15.8055566215127,-2.54501786231995,-31.2848992156982,"Enquist.812",0.0663154074445702,0.000522022728490812,0.00787181665025801,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"46",2012,"Nara",NA,NA,"viii_27_1",NA,NA,NA,NA,NA,47.4387,2.6295,18.0409583571021,-3.35716857910156,-33.4869808959961,"Enquist.812",0.0730397860667071,0.00140331619141203,0.0192130380848923,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"47",2012,"Nara",NA,NA,"viii_31_1",NA,NA,NA,NA,NA,47.2467,3.3252,14.2086791771923,-2.37572838783264,-32.4902386474609,"Enquist.812",0.0603300990486065,0.00258666879780062,0.0428752619105863,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"48",2012,"Nara",NA,NA,"viii_19_1",NA,NA,NA,NA,NA,48.0676,4.7287,10.1650770824962,-1.40902616500855,-34.3916630554199,"Enquist.812",0.0769425464397194,0.000835547999890988,0.0108593754502991,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"49",2012,"Nara",NA,NA,"viii_23_1",NA,NA,NA,NA,NA,41.3691,2.4365,16.9789041658116,-1.17192544937134,-32.9528012084961,"Enquist.812",0.0560944375490607,0.00157369509637193,0.028054387656451,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"50",2012,"Nara",NA,NA,"viii_28_1",NA,NA,NA,NA,NA,38.0759,2.5761,14.7804433057723,-3.97447481155396,-32.4287037658691,"Enquist.812",0.0782924493850234,0.00216640199729994,0.0276706376453507,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"51",2012,"Nara",NA,NA,"viii_29_1",NA,NA,NA,NA,NA,40.9285,2.7592,14.8334662220934,-2.74641671180725,-31.0992588806152,"Enquist.812",0.0555843209158372,0.000729210639543442,0.0131189988026943,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"52",2012,"Nara",NA,NA,"viii_30_1",NA,NA,NA,NA,NA,37.17,2.2082,16.8327144280409,-3.96570816040039,-35.2860111999512,"Enquist.812",0.0687491728317229,0.0039944006403633,0.0581010719960279,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"53",2012,"Nara",NA,NA,"ix_2_1",NA,NA,NA,NA,NA,43.8669,2.9317,14.9629566463144,-4.13607158660889,-32.6615910339355,"Enquist.812",0.210888356354469,0.00800587945765157,0.0379626433438317,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"54",2012,"Nara",NA,NA,"ix_3_1",NA,NA,NA,NA,NA,43.0633,2.6485,16.259505380404,-3.60069289207458,-34.4525799560547,"Enquist.812",0.0583208615019424,0.000844642507124718,0.0144826822747909,NA,NA,NA,NA,NA,"P_2012CR23",NA,NA
"55",2012,"Nara",NA,NA,"ix_4_1",NA,NA,NA,NA,NA,43.3625,3.8352,11.3064507717981,-2.5463340473175,-33.5472149658203,"Enquist.812",0.119124169649245,0.00610225402826869,0.0512259942397624,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"56",2012,"Nara",NA,NA,"viii_21_1",NA,NA,NA,NA,NA,47.1258,3.0347,15.5289814479191,-0.537244999408722,-34.6282276916504,"Enquist.812",0.0781913521197652,0.00803102203117611,0.102709849790998,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"57",2012,"Nara",NA,NA,"ix_11_1",NA,NA,NA,NA,NA,45.4215,2.4948,18.2064694564695,-3.1606942653656,-32.1955857086182,"Enquist.812",0.0779154246163665,0.00135014509646188,0.0173283416359419,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"58",2012,"Nara",NA,NA,"ix_14_1",NA,NA,NA,NA,NA,46.8845,2.9993,15.6318140899543,-3.42070069313049,-34.6269535827637,"Enquist.812",0.0855863181846413,0.00114761247750277,0.0134088310122997,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"59",2012,"Nara",NA,NA,"ix_30_1",NA,NA,NA,NA,NA,40.2413,2.506,16.0579808459697,-2.80613126754761,-34.3385891723633,"Enquist.812",0.0869390146834999,0.00164130065134299,0.0188787583723845,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"60",2012,"Nara",NA,NA,"ix_1_1",NA,NA,NA,NA,NA,44.9985,3.0156,14.9219060883406,-3.30240383148193,-30.9316181945801,"Enquist.812",0.100175383799871,0.00597211552945996,0.0596165974406545,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"61",2012,"Nara",NA,NA,"ix_5_1",NA,NA,NA,NA,NA,46.3197,3.7079,12.4921653766283,-3.60417940139771,-31.7275605010986,"Enquist.812",0.0999211650718435,0.00230990542989672,0.0231172787890924,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"62",2012,"Nara",NA,NA,"ix_29_1",NA,NA,NA,NA,NA,34.1386,2.2003,15.5154297141299,-0.65825476646423,-33.7401737976074,"Enquist.812",0.0641817452103578,0.00260553489614836,0.0405961989286616,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"63",2012,"Nara",NA,NA,"ix_31_1",NA,NA,NA,NA,NA,48.4991,3.1758,15.2714591598967,-3.19755711555481,-32.9964680480957,"Enquist.812",0.162733221119041,0.00516284607234094,0.0317258273193293,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"64",2012,"Nara",NA,NA,"ix_13_1",NA,NA,NA,NA,NA,44.6124,2.3807,18.7391943546016,-2.03238096237183,-34.3314556884766,"Enquist.812",0.0634182191058713,0.00261313606096789,0.0412048161839026,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"65",2012,"Nara",NA,NA,"ix_32_1",NA,NA,NA,NA,NA,44.6135,2.426,18.3897361912613,-2.25042572021484,-33.6335377502441,"Enquist.812",0.0665580805322801,0.00234515921356503,0.0352347783290963,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"66",2012,"Nara",NA,NA,"x_10_1",NA,NA,NA,NA,NA,48.1212,2.7479,17.5119909749263,-2.00499334335327,-31.8234753417969,"Enquist.812",0.0677311155131716,0.00120396475066908,0.0177756521732607,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
